,ID,T,E
11718,1,2743911,60
11720,1,2744000,56
11721,1,2744073,16
11719,1,2744085,65
11724,1,2744258,56
11725,1,2744331,63
11723,1,2744477,9
11726,1,2744477,9
11722,1,2744490,32
11727,1,2744682,6
11728,1,2744843,31
11729,1,2745398,56
11730,1,2746360,15
11732,1,2746690,3
11738,1,2746690,3
11731,1,2746724,3
11734,1,2747028,29
11733,1,2747094,30
11735,1,2747170,54
11736,1,2747170,17
11737,1,2747170,29
11741,1,2747590,40
11739,1,2747617,54
11742,1,2747696,43
11740,1,2747697,6
11743,1,2748062,4
11744,1,2748113,14
11746,1,2748200,17
11745,1,2748379,32
11747,1,2748710,49
11749,1,2748820,55
11748,1,2748976,55
11750,1,2749102,41
11752,1,2749426,7
11751,1,2749524,37
11753,1,2749623,3
11754,1,2749855,27
11756,1,2749967,44
11755,1,2750191,13
11757,1,2750193,64
11760,1,2750239,15
11758,1,2750295,64
11761,1,2750383,9
11764,1,2750383,9
11759,1,2750444,59
11763,1,2750594,0
11762,1,2750763,13
11766,1,2750814,0
11765,1,2751082,9
11768,1,2751434,40
11767,1,2751466,55
11769,1,2751593,0
11770,1,2751786,9
11772,1,2752037,59
11773,1,2752076,49
11771,1,2752226,55
11776,1,2752513,4
11774,1,2752572,40
11775,1,2752584,40
11778,1,2752752,15
11777,1,2752859,29
11779,1,2753279,41
11783,1,2753366,9
11781,1,2753366,9
11780,1,2753405,6
11782,1,2753613,40
11784,1,2754425,59
11785,1,2754562,15
11786,1,2754991,40
11788,1,2755120,58
11787,1,2755267,6
11789,1,2755709,45
11791,1,2755717,45
11792,1,2755816,45
11790,1,2755839,15
11793,1,2756151,32
11794,1,2756283,55
11795,1,2756287,59
11796,1,2756678,14
11797,1,2756888,40
11798,1,2756962,34
11800,1,2757189,44
11799,1,2757302,66
11801,1,2757406,40
11802,1,2757734,50
11803,1,2758009,9
11804,1,2758104,63
11806,1,2758542,30
11805,1,2758553,55
11807,1,2758612,30
11809,1,2758824,13
11808,1,2758833,4
11810,1,2758918,0
11813,1,2759019,55
11812,1,2759115,32
11811,1,2759155,13
11816,1,2759236,19
11814,1,2759354,15
11815,1,2759404,63
11817,1,2759445,46
11818,1,2759504,4
11819,1,2759690,13
11820,1,2760301,9
11821,1,2760455,45
11822,1,2760507,55
11824,1,2760585,49
11823,1,2760663,0
11826,1,2760812,0
11827,1,2760812,0
11825,1,2760996,49
11828,1,2761066,0
11829,1,2761153,50
11830,1,2761541,59
11831,1,2761561,25
11832,1,2761661,0
11835,1,2761695,60
11833,1,2761759,4
11834,1,2761773,0
11837,1,2762135,30
11836,1,2762165,44
11838,1,2762267,62
11839,1,2762490,49
11840,1,2762515,49
11841,1,2762692,63
11842,1,2762720,17
11843,1,2763025,0
11845,1,2763137,30
11844,1,2763138,30
11847,1,2763556,0
11846,1,2763631,60
11848,1,2763725,15
11853,1,2764364,9
11849,1,2764395,41
11852,1,2764406,62
11850,1,2764491,41
11851,1,2764513,31
11855,1,2764621,62
11858,1,2764670,55
11854,1,2764701,65
11856,1,2764808,0
11857,1,2764863,31
11859,1,2764913,2
11860,1,2765323,9
11861,1,2765360,8
11862,1,2765663,32
11863,1,2766097,60
11867,1,2766131,59
11866,1,2766260,27
11865,1,2766297,13
11864,1,2766357,44
11870,1,2766416,27
11868,1,2766615,55
11869,1,2766676,55
11871,1,2766885,37
11872,1,2767002,9
11873,1,2767066,16
11876,1,2767455,41
11874,1,2767557,8
11875,1,2767587,31
11879,1,2767691,49
11878,1,2767695,11
11877,1,2767754,63
11881,1,2767950,0
11882,1,2768002,6
11880,1,2768143,7
11883,1,2768258,8
11884,1,2768561,13
11888,1,2768825,49
11886,1,2768862,13
11885,1,2768983,0
11887,1,2769059,40
11889,1,2769194,32
11890,1,2769418,65
11892,1,2769836,13
11891,1,2769880,63
11893,1,2769920,16
11894,1,2770173,30
11895,1,2770204,30
11896,1,2770721,59
11899,1,2771405,40
11897,1,2771445,32
11898,1,2771476,51
11900,1,2771615,0
11901,1,2771632,0
11902,1,2772536,0
11903,1,2772656,41
11905,1,2772832,6
11904,1,2772839,41
11906,1,2772858,0
11907,1,2773003,60
11908,1,2773005,65
11909,1,2773102,59
11910,1,2773460,13
11911,1,2773839,29
11913,1,2774813,31
11915,1,2774814,31
11912,1,2774829,14
11916,1,2774972,58
11914,1,2775088,59
11917,1,2775115,30
11920,1,2775135,37
11919,1,2775163,52
11921,1,2775248,64
11918,1,2775277,11
11923,1,2775525,1
11922,1,2775538,64
11925,1,2776057,13
11926,1,2776187,43
11924,1,2776228,8
11929,1,2776309,8
11928,1,2776395,30
11927,1,2776431,32
11930,1,2776475,31
11931,1,2776638,31
11933,1,2776829,44
11932,1,2776862,30
11935,1,2776953,37
11936,1,2776966,37
11934,1,2777001,40
11938,1,2777004,30
11937,1,2777106,37
11942,1,2777243,14
11940,1,2777370,13
11941,1,2777392,0
11939,1,2777422,32
11944,1,2777577,26
11943,1,2777771,60
11947,1,2778022,22
11946,1,2778085,4
11945,1,2778094,4
11948,1,2778200,4
11949,1,2778256,26
11952,1,2778262,54
11950,1,2778463,49
11951,1,2778812,3
11954,1,2779043,0
11953,1,2779277,15
11955,1,2779490,30
11956,1,2779856,30
11957,1,2779911,41
11958,1,2780322,29
11963,1,2780564,65
11964,1,2780621,0
11962,1,2780668,8
11959,1,2780714,49
11960,1,2780746,49
11961,1,2780750,49
11965,1,2780805,4
11966,1,2781267,32
11967,1,2781977,49
11968,1,2782362,49
11969,1,2782592,40
11971,1,2782699,0
11970,1,2782819,26
11972,1,2782828,14
11973,1,2783397,13
11974,1,2783429,54
11976,1,2783569,8
11975,1,2783704,63
11977,1,2784026,54
11978,1,2784045,54
11980,1,2784503,30
11979,1,2784690,19
11981,1,2785107,5
11982,1,2785145,0
11983,1,2785435,7
11984,1,2785443,27
11985,1,2786098,0
11986,1,2786179,17
11987,1,2786276,19
11988,1,2786633,9
11991,1,2786842,29
11989,1,2787005,13
11990,1,2787014,9
11994,1,2787133,8
11993,1,2787217,4
11992,1,2787271,41
11996,1,2787431,8
11995,1,2787516,4
11999,1,2788009,30
11997,1,2788016,30
11998,1,2788153,25
12000,1,2788617,49
12001,1,2788720,51
12006,1,2788720,51
12002,1,2788815,51
12003,1,2789123,52
12005,1,2789582,10
12004,1,2789600,24
12007,1,2789835,44
12008,1,2791322,15
12009,1,2791837,27
12010,1,2792198,22
12014,1,2793110,16
12011,1,2793138,8
12013,1,2793319,9
12012,1,2793391,13
12015,1,2793866,3
12016,1,2794088,31
12017,1,2794516,26
12018,1,2794563,39
12019,1,2795028,17
12020,1,2795468,32
12021,1,2795597,32
12022,1,2795927,32
12024,1,2796563,15
12023,1,2796611,10
12025,1,2798240,0
12026,1,2799251,40
12027,1,2800308,60
12028,1,2800360,21
12029,1,2800563,49
12030,1,2801725,16
12031,1,2801918,29
12032,1,2802716,0
12033,1,2805757,30
12035,1,2807534,51
12034,1,2807749,0
12036,1,2808665,0
12037,1,2810096,29
12038,1,2815463,8
12039,1,2815844,54
12040,1,2816074,56
12041,1,2816120,45
12042,1,2817217,55
12043,1,2817523,3
12044,1,2817714,31
12045,1,2817891,64
12046,1,2818227,21
12047,1,2818556,0
12048,1,2819859,8
12050,1,2820412,25
12049,1,2820415,15
12052,1,2820454,54
12051,1,2820594,3
12053,1,2821149,15
12054,1,2821344,54
12056,1,2821522,54
12055,1,2821551,4
12057,1,2821905,4
12058,1,2822212,54
12060,1,2822337,55
12059,1,2822445,0
12061,1,2822554,14
12064,1,2823001,30
12063,1,2823007,30
12062,1,2823092,29
12066,1,2823117,13
12065,1,2823271,30
12067,1,2823282,64
12068,1,2823408,49
12069,1,2823588,32
12070,1,2823777,51
12071,1,2823870,0
12072,1,2824450,3
12073,1,2824611,37
12075,1,2825061,26
12074,1,2825114,17
12077,1,2825244,9
12078,1,2825273,24
12076,1,2825459,0
12080,1,2825659,63
12079,1,2825714,55
12081,1,2826072,44
12083,1,2826202,10
12082,1,2826392,33
12084,1,2826595,55
12085,1,2826753,4
12086,1,2827207,3
12087,1,2827396,10
12090,1,2827496,60
12088,1,2827516,13
12089,1,2827554,0
12093,1,2827724,13
12092,1,2827850,31
12091,1,2827876,38
12094,1,2827944,37
12095,1,2828059,60
12096,1,2828247,6
12097,1,2828702,60
12098,1,2829106,13
12100,1,2829116,13
12099,1,2829126,13
12101,1,2829364,46
12103,1,2829444,63
12105,1,2829502,0
12102,1,2829506,30
12104,1,2829542,0
12107,1,2829864,9
12106,1,2829888,65
12108,1,2830083,30
12110,1,2830324,8
12109,1,2830523,14
12111,1,2830784,63
12112,1,2831057,9
12113,1,2831421,40
12114,1,2831586,37
12117,1,2832900,14
12116,1,2832924,19
12115,1,2832963,40
12118,1,2833017,4
12120,1,2833030,4
12121,1,2833181,31
12119,1,2833269,27
12122,1,2833478,21
12123,1,2833686,19
12124,1,2834040,49
12126,1,2834184,37
12125,1,2834194,40
12127,1,2834290,19
12129,1,2834449,66
12128,1,2834480,32
12130,1,2834503,26
12132,1,2834859,6
12131,1,2834963,64
12134,1,2835119,8
12133,1,2835390,0
12138,1,2835766,27
12139,1,2835789,26
12135,1,2835800,26
12137,1,2835829,41
12136,1,2835859,64
12142,1,2835859,36
12141,1,2836234,32
12140,1,2836264,21
12144,1,2836659,67
12143,1,2836870,41
12146,1,2836994,15
12145,1,2837120,10
12147,1,2837200,8
12148,1,2838092,3
12149,1,2838255,13
12153,1,2838731,51
12152,1,2838761,43
12151,1,2838806,63
12150,1,2838873,49
12154,1,2839261,0
12157,1,2839409,13
12155,1,2839466,13
12156,1,2839578,55
12159,1,2839966,47
12158,1,2839975,47
12160,1,2840026,47
12162,1,2840367,0
12161,1,2840379,51
12164,1,2840700,7
12163,1,2840785,47
12166,1,2840833,13
12165,1,2841090,49
12167,1,2841173,22
12170,1,2841228,19
12168,1,2841347,50
12169,1,2841381,64
12171,1,2841417,0
12172,1,2841427,31
12173,1,2841937,0
12176,1,2842052,11
12174,1,2842169,64
12175,1,2842247,49
12178,1,2842800,64
12177,1,2842840,15
12180,1,2843669,11
12179,1,2843712,40
12181,1,2843814,63
12182,1,2844294,31
12184,1,2844441,55
12183,1,2844524,23
12185,1,2844562,13
12187,1,2844792,16
12186,1,2844841,13
12189,1,2845085,41
12188,1,2845158,9
12190,1,2845209,4
12192,1,2845601,13
12191,1,2845718,23
12195,1,2845964,56
12194,1,2846080,6
12193,1,2846186,53
12197,1,2846289,6
12196,1,2846414,13
12198,1,2846458,13
12199,1,2846495,13
12201,1,2846679,6
12200,1,2846713,59
12206,1,2846827,32
12205,1,2846894,49
12204,1,2846940,40
12202,1,2847030,4
12203,1,2847088,7
12210,1,2847158,32
12207,1,2847199,6
12208,1,2847289,4
12209,1,2847381,57
12212,1,2847578,9
12211,1,2847650,64
12213,1,2847762,6
12214,1,2848045,1
12221,1,2848098,31
12231,1,2848098,31
12215,1,2848117,8
12220,1,2848311,31
12219,1,2848354,8
12218,1,2848401,3
12217,1,2848445,40
12216,1,2848494,40
12222,1,2848611,63
12223,1,2848701,39
12224,1,2848740,15
12225,1,2849040,31
12229,1,2849040,31
12226,1,2849100,44
12227,1,2849210,38
12228,1,2849332,40
12230,1,2849353,40
12232,1,2849501,27
12235,1,2849530,49
12234,1,2849531,49
12233,1,2849774,44
12236,1,2850052,8
12237,1,2850561,5
12238,1,2850850,8
12239,1,2851054,8
12241,1,2851172,0
12240,1,2851243,51
12242,1,2851450,63
12243,1,2851975,32
12244,1,2852102,26
12245,1,2852221,55
12246,1,2852278,17
12247,1,2852279,37
12248,1,2853230,15
12249,1,2853373,13
12250,1,2853501,8
12251,1,2853963,0
12252,1,2854060,8
12253,1,2854305,44
12256,1,2854460,6
12255,1,2854531,31
12254,1,2854596,29
12259,1,2854709,30
12260,1,2854757,9
12258,1,2854800,26
12257,1,2854869,16
12263,1,2854973,7
12261,1,2855025,9
12262,1,2855031,8
12264,1,2855221,8
12270,1,2855266,58
12271,1,2855351,41
12267,1,2855371,30
12265,1,2855384,6
12269,1,2855394,30
12266,1,2855452,3
12268,1,2855491,6
12272,1,2855507,8
12274,1,2855629,24
12273,1,2855646,11
12284,1,2855868,9
12279,1,2855868,9
12277,1,2856019,60
12276,1,2856066,13
12278,1,2856084,9
12275,1,2856086,60
12280,1,2856197,6
12282,1,2856334,8
12283,1,2856342,8
12281,1,2856379,31
12285,1,2856655,29
12288,1,2856763,4
12287,1,2856772,4
12286,1,2856886,0
12289,1,2856992,66
12293,1,2856992,66
12292,1,2857050,52
12290,1,2857074,66
12294,1,2857074,66
12291,1,2857265,64
12295,1,2857282,19
12296,1,2857296,13
12298,1,2857311,13
12297,1,2857559,15
12299,1,2857875,37
12301,1,2858207,58
12304,1,2858231,8
12300,1,2858246,54
12303,1,2858350,31
12305,1,2858431,65
12302,1,2858486,32
12307,1,2859478,13
12306,1,2859638,63
12309,1,2860083,7
12308,1,2860099,7
12310,1,2860547,0
12313,1,2860695,58
12314,1,2860695,58
12315,1,2860772,37
12312,1,2860850,8
12311,1,2860877,0
12317,1,2861002,58
12316,1,2861012,64
12319,1,2861228,30
12318,1,2861340,49
12320,1,2862057,30
12321,1,2862303,8
12322,1,2862324,41
12323,1,2862362,3
12324,1,2862455,14
12325,1,2862576,41
12326,1,2862631,51
12327,1,2862756,15
12328,1,2863029,0
12330,1,2863098,9
12329,1,2863127,0
12331,1,2863304,58
12332,1,2863426,58
12333,1,2863594,60
12334,1,2863704,66
12337,1,2863991,9
12336,1,2864072,60
12335,1,2864154,29
12340,1,2864248,14
12341,1,2864262,4
12339,1,2864409,44
12338,1,2864465,66
12343,1,2864915,22
12342,1,2864924,51
12344,1,2865387,0
12345,1,2865559,18
12346,1,2865806,0
12347,1,2866025,65
12349,1,2866943,31
12348,1,2867151,13
12350,1,2867311,49
12352,1,2867528,15
12351,1,2867687,0
12353,1,2867857,22
12355,1,2868068,3
12354,1,2868085,9
12359,1,2868208,1
12356,1,2868279,22
12358,1,2868279,4
12360,1,2868285,57
12357,1,2868302,60
12363,1,2868479,46
12365,1,2868547,60
12366,1,2868595,32
12362,1,2868607,40
12361,1,2868608,49
12364,1,2868610,51
12375,1,2868800,54
12367,1,2868805,51
12372,1,2868829,12
12371,1,2868843,12
12369,1,2868874,0
12393,1,2868874,0
12370,1,2868922,30
12373,1,2868925,1
12368,1,2868958,22
12374,1,2868992,64
12377,1,2869068,51
12383,1,2869091,41
12381,1,2869101,31
12378,1,2869109,17
12376,1,2869119,0
12380,1,2869132,31
12382,1,2869140,51
12379,1,2869187,40
12392,1,2869325,51
12391,1,2869364,3
12389,1,2869368,9
12386,1,2869424,59
12387,1,2869460,41
12385,1,2869479,16
12390,1,2869500,46
12388,1,2869581,56
12384,1,2869586,32
12396,1,2869653,10
12400,1,2869694,41
12395,1,2869704,40
12399,1,2869704,9
12394,1,2869794,55
12398,1,2869818,41
12397,1,2869848,41
12403,1,2869943,31
12410,1,2869945,57
12407,1,2869967,41
12402,1,2869977,16
12408,1,2870017,63
12405,1,2870054,49
12409,1,2870059,54
12404,1,2870101,30
12406,1,2870148,37
12401,1,2870155,31
12411,1,2870223,39
12415,1,2870267,41
12418,1,2870326,10
12414,1,2870327,9
12416,1,2870432,40
12417,1,2870442,9
12428,1,2870453,47
12412,1,2870453,47
12413,1,2870463,47
12427,1,2870463,47
12419,1,2870469,10
12422,1,2870561,3
12421,1,2870567,8
12420,1,2870677,19
12423,1,2870882,9
12426,1,2870920,22
12431,1,2870942,9
12430,1,2870959,40
12425,1,2870974,47
12432,1,2870974,47
12424,1,2870998,22
12429,1,2871021,40
12434,1,2871102,51
12435,1,2871111,31
12438,1,2871204,41
12436,1,2871223,60
12433,1,2871225,22
12437,1,2871318,57
12439,1,2871376,22
12442,1,2871441,10
12440,1,2871491,48
12444,1,2871518,56
12443,1,2871647,54
12441,1,2871652,48
12446,1,2871754,7
12449,1,2871769,1
12451,1,2871786,31
12450,1,2871855,41
12445,1,2871880,37
12448,1,2871949,16
12447,1,2871965,9
12452,1,2872045,31
12459,1,2872087,20
12457,1,2872094,6
12453,1,2872116,10
12460,1,2872142,41
12455,1,2872176,10
12454,1,2872217,40
12456,1,2872232,4
12458,1,2872253,4
12463,1,2872379,13
12468,1,2872394,41
12464,1,2872463,49
12467,1,2872474,43
12462,1,2872480,16
12461,1,2872484,63
12465,1,2872541,31
12466,1,2872575,41
12470,1,2872684,9
12471,1,2872695,60
12469,1,2872709,22
12472,1,2872813,57
12477,1,2872985,16
12475,1,2873017,42
12473,1,2873039,21
12476,1,2873055,41
12474,1,2873150,47
12485,1,2873242,41
12478,1,2873304,63
12479,1,2873324,63
12484,1,2873347,16
12480,1,2873366,10
12483,1,2873396,54
12482,1,2873417,63
12481,1,2873451,41
12486,1,2873501,65
12488,1,2873547,58
12487,1,2873552,63
12489,1,2873696,41
12493,1,2873857,40
12490,1,2874031,26
12494,1,2874036,54
12491,1,2874059,41
12492,1,2874080,32
12495,1,2874178,22
12497,1,2874318,47
12496,1,2874319,40
12498,1,2874358,25
12505,1,2874457,16
12500,1,2874495,16
12504,1,2874533,41
12499,1,2874604,56
12501,1,2874667,30
12503,1,2874669,41
12502,1,2874673,30
12506,1,2874734,32
12509,1,2874735,63
12513,1,2874742,58
12507,1,2874755,21
12510,1,2874769,55
12512,1,2874900,41
12508,1,2874910,63
12511,1,2874950,40
12516,1,2875020,4
12515,1,2875122,63
12514,1,2875293,16
12517,1,2875298,59
12520,1,2875306,44
12518,1,2875429,40
12521,1,2875545,41
12519,1,2875553,5
12524,1,2875729,60
12522,1,2875767,46
12543,1,2875769,16
12523,1,2875769,25
12527,1,2875769,16
12525,1,2875838,30
12526,1,2875854,30
12528,1,2875902,61
12532,1,2875956,20
12531,1,2875989,23
12529,1,2876055,60
12530,1,2876128,61
12533,1,2876153,9
12534,1,2876316,40
12536,1,2876402,37
12535,1,2876453,43
12538,1,2876500,26
12537,1,2876551,9
12539,1,2876571,10
12542,1,2876631,40
12540,1,2876767,41
12541,1,2876792,41
12547,1,2876846,6
12548,1,2876909,33
12544,1,2876936,41
12545,1,2876951,54
12549,1,2876954,9
12546,1,2877063,55
12550,1,2877140,50
12551,1,2877373,40
12552,1,2877573,54
12553,1,2877573,31
12554,1,2877853,0
12556,1,2878041,64
12557,1,2878229,66
12555,1,2878246,55
12558,1,2878450,4
12559,1,2878462,51
12561,1,2878615,0
12560,1,2878757,0
12562,1,2878902,9
12563,1,2878950,41
12565,1,2879020,39
12564,1,2879110,60
12566,1,2879320,40
12567,1,2879657,0
12568,1,2879751,41
12569,1,2879780,41
12570,1,2879813,6
12573,1,2879813,6
12571,1,2879851,55
12572,1,2880012,57
12576,1,2880151,30
12575,1,2880172,9
12585,1,2880172,9
12574,1,2880362,9
12582,1,2880362,9
12577,1,2880405,0
12586,1,2880405,0
12578,1,2880456,31
12579,1,2880519,65
12580,1,2880623,0
12581,1,2880775,55
12583,1,2880905,43
12584,1,2880918,0
12587,1,2881292,0
12588,1,2881429,40
12591,1,2881630,16
12589,1,2881749,32
12590,1,2881800,21
12592,1,2882095,13
12593,1,2882572,32
12594,1,2882670,55
12606,1,2883090,26
12595,1,2883090,26
12599,1,2883150,30
12600,1,2883209,30
12596,1,2883252,55
12597,1,2883266,55
12598,1,2883349,41
12601,1,2883432,26
12605,1,2883432,26
12602,1,2883634,13
12603,1,2883685,8
12604,1,2883723,21
12607,1,2884506,0
12608,1,2884964,0
12609,1,2885372,13
12610,1,2885503,40
12611,1,2886671,8
12613,1,2886853,21
12615,1,2886853,3
12612,1,2886908,65
12614,1,2886999,55
12617,1,2887352,17
12616,1,2887394,44
12618,1,2887438,4
12619,1,2887961,10
12620,1,2889081,55
12621,1,2889262,31
12622,1,2889548,30
12623,1,2890054,32
12624,1,2890559,13
12625,1,2892311,32
12627,1,2893063,32
12628,1,2893063,32
12626,1,2893272,49
12629,1,2895056,15
12630,1,2895355,15
12631,1,2895401,12
12632,1,2895566,40
12633,1,2895933,21
12634,1,2896017,19
12635,1,2896685,15
12636,1,2897223,37
12638,1,2898471,60
12637,1,2898649,19
12639,1,2899045,9
12640,1,2899997,41
12641,1,2900784,49
12642,1,2900921,41
12643,1,2901912,9
12645,1,2901927,64
12644,1,2902094,13
12646,1,2903300,11
12647,1,2903763,66
12648,1,2903802,51
12649,1,2903810,51
12650,1,2904008,59
12651,1,2904666,13
12652,1,2904686,55
12653,1,2904758,37
12655,1,2905438,54
12656,1,2905438,54
12654,1,2905586,13
12657,1,2906678,8
12658,1,2906948,40
12659,1,2907374,9
12660,1,2907427,41
12661,1,2907438,41
12662,1,2907675,41
12663,1,2908023,21
12664,1,2908046,16
12665,1,2908407,40
12666,1,2908561,16
12667,1,2909266,33
12668,1,2909652,49
12669,1,2909798,41
12670,1,2910002,16
12671,1,2910431,29
12672,1,2910732,29
12673,1,2911148,8
12674,1,2911240,40
12675,1,2911544,34
12676,1,2911818,41
12677,1,2911900,16
12681,1,2911932,32
12682,1,2911945,16
12679,1,2911957,8
12680,1,2912003,0
12678,1,2912043,59
12683,1,2912310,16
12700,1,2912310,16
12684,1,2912536,25
12687,1,2912549,52
12685,1,2912641,52
12688,1,2912647,27
12686,1,2912684,56
12689,1,2913014,8
12690,1,2913157,13
12692,1,2913456,55
12691,1,2913619,56
12695,1,2913780,37
12694,1,2913826,6
12697,1,2913841,63
12696,1,2913854,9
12693,1,2913993,19
12698,1,2914048,41
12699,1,2914262,15
12701,1,2914303,15
12702,1,2914361,5
12703,1,2914452,64
12704,1,2914452,40
12705,1,2914558,8
12709,1,2914584,0
12706,1,2914688,4
12710,1,2914709,16
12713,1,2914709,16
12707,1,2914724,40
12708,1,2914728,40
12714,1,2915022,13
12711,1,2915153,63
12712,1,2915162,63
12715,1,2915239,8
12716,1,2915265,60
12717,1,2915280,30
12719,1,2915341,0
12721,1,2915407,16
12720,1,2915424,8
12718,1,2915479,19
12724,1,2915543,29
12725,1,2915577,58
12722,1,2915596,41
12723,1,2915604,26
12727,1,2915617,29
12726,1,2915671,37
12729,1,2915983,32
12728,1,2916082,29
12730,1,2916128,8
12733,1,2916145,3
12732,1,2916205,3
12731,1,2916310,31
12734,1,2916677,8
12738,1,2916784,41
12737,1,2916800,9
12735,1,2916910,13
12736,1,2916962,37
12739,1,2917003,41
12741,1,2917082,60
12740,1,2917095,41
12742,1,2917130,0
12746,1,2917131,13
12745,1,2917249,58
12744,1,2917266,0
12743,1,2917287,17
12749,1,2917340,37
12750,1,2917351,17
12747,1,2917550,41
12748,1,2917580,41
12751,1,2917866,5
12752,1,2918009,13
12753,1,2918247,8
12755,1,2918320,0
12754,1,2918463,13
12758,1,2918607,58
12757,1,2918825,59
12756,1,2918954,13
12760,1,2919769,9
12759,1,2919954,65
12761,1,2920028,9
12762,1,2920240,21
12763,1,2920288,59
12765,1,2920479,16
12764,1,2920596,15
12766,1,2920861,44
12767,1,2920952,41
12768,1,2921772,7
12769,1,2921848,30
12770,1,2922916,26
12771,1,2923027,46
12772,1,2923729,66
12775,1,2923995,63
12773,1,2924018,5
12774,1,2924132,48
12776,1,2924192,48
12777,1,2924313,26
12779,1,2924588,0
12778,1,2924704,19
12780,1,2925050,63
12781,1,2925127,41
12782,1,2925329,16
12783,1,2925404,49
12784,1,2925431,49
12785,1,2925486,57
12786,1,2925515,9
12787,1,2925676,23
12788,1,2926065,23
12789,1,2926082,23
12791,1,2926154,12
12790,1,2926226,18
12793,1,2926339,46
12794,1,2926438,0
12792,1,2926499,46
12795,1,2926547,30
12797,1,2926631,23
12798,1,2926681,32
12796,1,2926693,26
12799,1,2926982,12
12800,1,2927150,18
12802,1,2928016,55
12801,1,2928030,58
12803,1,2928156,0
12804,1,2928581,49
12805,1,2928614,58
12810,1,2928731,13
12809,1,2928781,31
12807,1,2928826,4
12808,1,2928862,33
12806,1,2928934,0
12811,1,2929163,49
12813,1,2929307,29
12815,1,2929337,15
12816,1,2929346,40
12817,1,2929437,29
12814,1,2929531,10
12812,1,2929592,0
12822,1,2929652,60
12820,1,2929702,19
12821,1,2929706,19
12819,1,2929712,19
12818,1,2929790,13
12823,1,2930851,13
12824,1,2931023,18
12825,1,2931375,21
12826,1,2931879,26
12828,1,2932177,11
12827,1,2932259,13
12829,1,2932395,49
12830,1,2932626,51
12831,1,2932736,13
12834,1,2933024,55
12832,1,2933029,56
12833,1,2933098,13
12835,1,2933234,4
12836,1,2933487,40
12839,1,2933576,59
12838,1,2933745,8
12837,1,2933777,59
12841,1,2933811,40
12840,1,2933931,41
12842,1,2934148,55
12843,1,2934228,13
12844,1,2934488,32
12845,1,2934912,49
12846,1,2935073,64
12847,1,2935254,13
12848,1,2935473,3
12849,1,2935752,13
12850,1,2935785,46
12852,1,2936244,59
12854,1,2936252,0
12851,1,2936294,14
12853,1,2936455,17
12857,1,2936696,31
12859,1,2936702,19
12856,1,2936737,19
12858,1,2936744,19
12855,1,2936792,13
12861,1,2936823,10
12860,1,2936897,65
12863,1,2937268,4
12864,1,2937329,32
12862,1,2937333,32
12866,1,2937520,4
12867,1,2937575,20
12865,1,2937595,20
12869,1,2937734,60
12868,1,2937961,23
12871,1,2938072,8
12870,1,2938187,9
12873,1,2938227,40
12872,1,2938282,0
12874,1,2938442,63
12875,1,2938514,44
12876,1,2938615,13
12877,1,2938801,30
12878,1,2938801,60
12886,1,2938801,30
12879,1,2938806,30
12888,1,2938806,30
12880,1,2938836,30
12889,1,2938836,30
12883,1,2938937,49
12884,1,2939015,40
12881,1,2939057,0
12882,1,2939167,13
12887,1,2939283,49
12885,1,2939338,49
12891,1,2939595,58
12890,1,2939600,58
12893,1,2939859,31
12892,1,2940043,0
12894,1,2940131,19
12895,1,2940207,16
12896,1,2940553,31
12897,1,2940977,8
12901,1,2941181,41
12899,1,2941211,49
12898,1,2941254,63
12900,1,2941269,0
12903,1,2941451,63
12902,1,2941573,55
12904,1,2941807,21
12906,1,2941898,56
12905,1,2942028,30
12907,1,2942531,0
12908,1,2942595,63
12909,1,2943047,8
12911,1,2943517,27
12910,1,2943641,8
12912,1,2943754,10
12913,1,2944347,15
12914,1,2944350,49
12915,1,2944498,19
12916,1,2944644,0
12918,1,2945055,6
12917,1,2945144,26
12919,1,2945596,23
12920,1,2946069,49
12923,1,2946307,59
12922,1,2946339,64
12921,1,2946345,13
12924,1,2946461,3
12925,1,2946531,30
12926,1,2946791,49
12927,1,2946900,49
12928,1,2947002,31
12931,1,2947053,33
12929,1,2947117,49
12930,1,2947253,58
12932,1,2947413,13
12933,1,2947645,32
12934,1,2947996,51
12935,1,2948185,9
12938,1,2948292,49
12936,1,2948380,19
12937,1,2948388,19
12945,1,2948399,19
12939,1,2948414,41
12941,1,2948604,26
12942,1,2948773,43
12940,1,2948782,13
12943,1,2948913,32
12944,1,2948938,49
12947,1,2949242,64
12946,1,2949331,32
12948,1,2949740,15
12949,1,2949782,15
12957,1,2950016,0
12967,1,2950016,0
12963,1,2950021,0
12951,1,2950021,0
12956,1,2950036,11
12953,1,2950039,0
12964,1,2950039,0
12955,1,2950115,9
12950,1,2950213,44
12954,1,2950265,58
12952,1,2950278,8
12959,1,2950329,4
12958,1,2950412,13
12960,1,2950501,55
12961,1,2950549,58
12965,1,2950691,13
12962,1,2950827,59
12966,1,2950880,51
12969,1,2950929,49
12975,1,2950929,6
12970,1,2950949,61
12968,1,2950995,51
12971,1,2951137,31
12973,1,2951236,59
12972,1,2951240,59
12974,1,2951749,44
12976,1,2952080,0
12977,1,2952138,50
12978,1,2952452,57
12979,1,2952940,59
12980,1,2953099,55
12981,1,2953341,64
12982,1,2953350,37
12983,1,2953598,9
12984,1,2953657,63
12985,1,2953905,26
12986,1,2954389,63
12989,1,2954565,8
12988,1,2954604,29
12991,1,2954613,40
